"OTU","Sample","Abundance","Kingdom","Phylum","Class","Order"
"667c7ff5d8981b1c1eb8efc23b295ca2","S00PP-0010",127,"teria","micutes","ativicutes","daminococcales"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0020",125,"teria","pilobacterota","pylobacteria","pylobacterales"
"667c7ff5d8981b1c1eb8efc23b295ca2","S00PP-0022",122,"teria","micutes","ativicutes","daminococcales"
"bd5234b0aaa60ba523cb74655725193c","S00PP-0012",122,"teria","teobacteria","maproteobacteria","omonadales"
"218d7fe9eb2b82133c504cb4c7ab8076","S00PP-0021",118,"teria","micutes","stridia","stridia_UCG-014"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0022",118,"teria","micutes","stridia","stridia_vadinBB60_group"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0014",118,"teria","nobacteria","pirivibrionia","tranaerophilales"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0017",118,"teria","ulfobacterota","ulfovibrionia","ulfovibrionales"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0017",115,"teria","teobacteria","maproteobacteria","kholderiales"
"f0b52d5da8a6dfae05a2c3125f970408","S00PP-0024",113,"teria","micutes","ativicutes","llonellales-Selenomonadales"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0009",112,"teria","micutes","stridia","stridia_vadinBB60_group"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0003",112,"teria","ulfobacterota","ulfovibrionia","ulfovibrionales"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0015",112,"teria","ulfobacterota","ulfovibrionia","ulfovibrionales"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0001",111,"teria","pilobacterota","pylobacteria","pylobacterales"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0027",110,"teria","simicrobiota","simicrobia","simicrobiales"
"efe7cb6441176642e881f2abe0b4566f","S00PP-0011",110,"teria","micutes","illi","sipelotrichales"
"efe7cb6441176642e881f2abe0b4566f","S00PP-0022",109,"teria","micutes","illi","sipelotrichales"
"218d7fe9eb2b82133c504cb4c7ab8076","S00PP-0009",106,"teria","micutes","stridia","stridia_UCG-014"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0013",106,"teria","simicrobiota","simicrobia","simicrobiales"
